0.840000	0.0073310
0.839712	0.0611566
0.839425	0.0622985
0.839139	0.0835156
0.838854	0.0427907
0.838569	0.0816318
0.838285	0.0293321
0.838001	0.0845506
0.837718	0.0678478
0.837436	0.0735997
0.837155	0.0230460
0.836874	0.0498139
0.836595	0.0491970
0.836315	0.1043865
0.836037	0.0252576
0.835759	0.1282560
0.835482	0.0769351
0.835205	0.0552106
0.834930	0.0710776
0.834655	0.0183403
0.834380	0.0104454
0.834107	0.0246957
0.833834	0.0584830
0.833562	0.0753347
0.833290	0.1068118
0.833020	0.0665500
0.832749	0.0989346
0.832480	0.0705289
0.832211	0.0553491
0.831943	0.0070000
0.831676	0.0178010
0.831410	0.0308221
0.831144	0.1202118
0.830878	0.1264153
0.830614	0.1363045
0.830350	0.0939140
0.830087	0.0860920
0.829825	0.0645868
0.829563	0.0128004
0.829302	0.0384111
0.829042	0.0132067
0.828782	0.0893304
0.828524	0.0851408
0.828265	0.0726868
0.828008	0.1254699
0.827751	0.0475319
0.827495	0.0766236
0.827240	0.0662991
0.826985	0.0660981
0.826731	0.0070000
0.826478	0.0324663
0.826225	0.0398107
0.825974	0.0849583
0.825723	0.0607779
0.825472	0.0825436
0.825222	0.0636211
0.824973	0.0407251
0.824725	0.0235803
0.824477	0.0297290
0.824231	0.0251274
0.823984	0.0647412
0.823739	0.0275148
0.823494	0.0491361
0.823250	0.0511979
0.823007	0.0550206
0.822764	0.0734603
0.822522	0.0381163
0.822281	0.0330839
0.822040	0.0070000
0.821800	0.0364757
0.821561	0.0460993
0.821322	0.0230676
0.821085	0.0978728
0.820848	0.0473855
0.820611	0.1226792
0.820376	0.0607208
0.820141	0.0488039
0.819906	0.0420848
0.819673	0.0225696
0.819440	0.0420716
0.819208	0.0663994
0.818976	0.0797230
0.818745	0.0892069
0.818515	0.0888045
0.818286	0.0446863
0.818057	0.0825277
0.817829	0.0440029
0.817602	0.0129774
0.817376	0.0240117
0.817150	0.0109764
0.816925	0.0767132
0.816700	0.0938570
0.816477	0.0932818
0.816254	0.0823444
0.816031	0.0445906
0.815810	0.0668916
0.815589	0.0154026
0.815368	0.0070000
0.815149	0.0070000
0.814930	0.0484054
0.814712	0.0655358
0.814495	0.0600183
0.814278	0.0713899
0.814062	0.0282480
0.813847	0.0201537
0.813632	0.0212363
0.813418	0.0156499
0.813205	0.0070000
0.812992	0.0343484
0.812781	0.0388391
0.812570	0.0371534
0.812359	0.1042406
0.812149	0.0603756
0.811940	0.0707805
0.811732	0.0782978
0.811525	0.0225786
0.811318	0.0070000
0.811112	0.0267866
0.810906	0.0188208
0.810701	0.0313449
0.810497	0.0574496
0.810294	0.0636037
0.810091	0.0648809
0.809889	0.0493573
0.809688	0.0438637
0.809487	0.0092236
0.809288	0.0284948
0.809089	0.0070000
